14004    |2005-08-20 20:16:35|3445        |358        |2005-08-28 17:23:35|2
14005    |2005-08-20 20:19:05|1415        |135        |2005-08-26 01:42:05|2
14006    |2005-08-20 20:21:36|2189        |186        |2005-08-21 15:26:36|1
14007    |2005-08-20 20:22:47|374         |284        |2005-08-28 20:40:47|2
14008    |2005-08-20 20:26:00|2427        |560        |2005-08-28 17:23:00|2
14009    |2005-08-20 20:26:53|3004        |382        |2005-08-21 23:32:53|2
14010    |2005-08-20 20:29:46|934         |537        |2005-08-26 17:37:46|2
14011    |2005-08-20 20:32:56|1212        |379        |2005-08-28 21:44:56|1
14012    |2005-08-20 20:42:12|1866        |274        |2005-08-23 23:10:12|2
14013    |2005-08-20 20:42:50|3941        |496        |2005-08-25 21:37:50|2
14014    |2005-08-20 20:47:09|2188        |335        |2005-08-21 22:08:09|2
14015    |2005-08-20 20:47:43|3145        |554        |2005-08-26 19:37:43|1
14016    |2005-08-20 20:52:03|509         |220        |2005-08-23 18:04:03|2
14017    |2005-08-20 20:55:32|920         |230        |2005-08-23 16:12:32|1
14018    |2006-02-14 15:16:03|2136        |533        |                   |2
14019    |2005-08-20 20:59:15|1929        |202        |2005-08-28 17:29:15|2
14020    |2005-08-20 20:59:43|2257        |72         |2005-08-23 17:11:43|2
14021    |2005-08-20 21:02:12|4394        |147        |2005-08-27 22:15:12|1
14022    |2005-08-20 21:08:49|4068        |170        |2005-08-29 21:57:49|1
14023    |2005-08-20 21:10:32|2668        |304        |2005-08-23 20:57:32|1
14024    |2005-08-20 21:13:58|1492        |87         |2005-08-29 23:02:58|1
14025    |2005-08-20 21:19:36|4521        |37         |2005-08-29 23:39:36|1
14026    |2005-08-20 21:21:08|115         |231        |2005-08-22 23:19:08|2
14027    |2005-08-20 21:21:34|284         |432        |2005-08-28 17:46:34|1
14028    |2005-08-20 21:23:03|4061        |158        |2005-08-25 17:29:03|2
14029    |2005-08-20 21:23:11|2653        |219        |2005-08-22 18:01:11|2
14030    |2005-08-20 21:23:54|1027        |127        |2005-08-27 01:19:54|1
14031    |2005-08-20 21:24:24|440         |361        |2005-08-23 21:47:24|2
14032    |2005-08-20 21:26:55|3542        |317        |2005-08-26 19:19:55|1
14033    |2005-08-20 21:30:53|525         |243        |2005-08-23 01:45:53|2
14034    |2005-08-20 21:31:52|3484        |200        |2005-08-29 00:13:52|1
14035    |2005-08-20 21:31:58|2035        |260        |2005-08-22 16:28:58|1
14036    |2005-08-20 21:35:27|202         |256        |2005-08-23 03:29:27|1
14037    |2005-08-20 21:35:58|3655        |372        |2005-08-29 23:06:58|2
14038    |2005-08-20 21:39:23|1069        |589        |2005-08-27 23:57:23|2
14039    |2005-08-20 21:39:43|4187        |383        |2005-08-24 19:03:43|1
14040    |2005-08-20 21:43:44|905         |17         |2005-08-25 16:30:44|1
14041    |2005-08-20 21:45:23|52          |247        |2005-08-26 01:42:23|1
14042    |2005-08-20 21:45:51|505         |322        |2005-08-23 19:57:51|2
14043    |2005-08-20 21:46:43|1485        |586        |2005-08-21 18:27:43|2
14044    |2005-08-20 21:48:38|1422        |145        |2005-08-29 02:56:38|1
14045    |2005-08-20 21:50:11|3010        |509        |2005-08-25 19:03:11|2
14046    |2005-08-20 21:53:21|2352        |524        |2005-08-23 17:51:21|2
14047    |2005-08-20 22:00:43|186         |579        |2005-08-24 03:17:43|2
14048    |2005-08-20 22:03:18|3475        |105        |2005-08-25 02:57:18|2
14049    |2005-08-20 22:08:55|1335        |112        |2005-08-28 20:24:55|1
14050    |2005-08-20 22:09:04|1737        |596        |2005-08-26 01:39:04|2
14051    |2005-08-20 22:09:51|4012        |362        |2005-08-29 04:04:51|2
14052    |2005-08-20 22:11:46|3893        |514        |2005-08-22 20:26:46|2
14053    |2005-08-20 22:13:59|2177        |5          |2005-08-26 20:50:59|2
14054    |2005-08-20 22:17:01|338         |50         |2005-08-21 21:34:01|1
14055    |2005-08-20 22:18:00|1571        |148        |2005-08-22 02:09:00|2
14056    |2005-08-20 22:18:53|1300        |22         |2005-08-27 01:05:53|2
14057    |2005-08-20 22:22:59|1526        |333        |2005-08-25 16:58:59|2
14058    |2005-08-20 22:24:35|178         |430        |2005-08-30 02:26:35|1
14059    |2005-08-20 22:24:44|2045        |141        |2005-08-26 21:25:44|2
14060    |2006-02-14 15:16:03|3100        |175        |                   |2
14061    |2005-08-20 22:32:11|73          |53         |2005-08-22 19:28:11|1
14062    |2005-08-20 22:34:34|2841        |239        |2005-08-25 17:11:34|2
14063    |2005-08-20 22:36:40|1215        |275        |2005-08-25 00:18:40|2
14064    |2005-08-20 22:39:16|2938        |103        |2005-08-22 00:45:16|2
14065    |2005-08-20 22:40:47|3758        |190        |2005-08-24 01:47:47|1
14066    |2005-08-20 22:45:58|2444        |274        |2005-08-29 00:23:58|2
14067    |2005-08-20 22:49:23|1376        |259        |2005-08-29 22:28:23|2
14068    |2005-08-20 22:50:59|818         |412        |2005-08-29 00:45:59|1
14069    |2005-08-20 22:51:25|2239        |197        |2005-08-30 00:30:25|2
14070    |2005-08-20 22:56:34|846         |581        |2005-08-29 22:02:34|1
14071    |2005-08-20 23:01:56|2471        |550        |2005-08-22 02:14:56|1
14072    |2005-08-20 23:07:10|2387        |515        |2005-08-23 03:38:10|2
14073    |2005-08-20 23:12:57|2996        |230        |2005-08-28 18:47:57|2
14074    |2005-08-20 23:16:07|1303        |506        |2005-08-26 04:45:07|1
14075    |2005-08-20 23:18:54|3793        |32         |2005-08-26 21:59:54|2
14076    |2005-08-20 23:20:10|1070        |574        |2005-08-24 04:00:10|1
14077    |2005-08-20 23:24:07|3184        |21         |2005-08-29 02:53:07|1
14078    |2005-08-20 23:26:40|1642        |396        |2005-08-28 02:30:40|1
14079    |2005-08-20 23:29:25|3528        |348        |2005-08-25 04:16:25|2
14080    |2005-08-20 23:29:50|3962        |266        |2005-08-26 00:33:50|1
14081    |2005-08-20 23:35:13|589         |392        |2005-08-28 01:41:13|2
14082    |2005-08-20 23:42:00|3767        |179        |2005-08-27 00:59:00|1
14083    |2005-08-20 23:42:31|1823        |176        |2005-08-28 21:44:31|1
14084    |2005-08-20 23:42:46|900         |37         |2005-08-24 20:06:46|1
14085    |2005-08-20 23:46:24|3506        |471        |2005-08-29 02:31:24|2
14086    |2005-08-20 23:47:54|3244        |253        |2005-08-27 22:49:54|1
14087    |2005-08-20 23:53:40|2368        |289        |2005-08-26 20:22:40|1
14088    |2005-08-20 23:57:24|1184        |518        |2005-08-28 21:49:24|1
14089    |2005-08-20 23:59:02|1400        |425        |2005-08-27 00:19:02|1
14090    |2005-08-21 00:11:16|3254        |168        |2005-08-23 19:48:16|2
14091    |2005-08-21 00:11:17|3304        |53         |2005-08-27 18:38:17|1
14092    |2005-08-21 00:14:32|1596        |273        |2005-08-24 22:22:32|2
14093    |2005-08-21 00:21:29|1176        |177        |2005-08-22 04:01:29|1
14094    |2005-08-21 00:21:35|3674        |471        |2005-08-23 05:27:35|2
14095    |2005-08-21 00:25:45|1550        |489        |2005-08-28 23:00:45|1
14096    |2005-08-21 00:27:46|2089        |342        |2005-08-22 22:53:46|1
14097    |2005-08-21 00:28:48|4351        |88         |2005-08-29 22:15:48|1
14098    |2005-08-21 00:30:32|6           |554        |                   |2
14099    |2005-08-21 00:31:03|2452        |224        |2005-08-27 03:18:03|2
14100    |2005-08-21 00:31:07|4295        |397        |2005-08-25 05:31:07|2
14101    |2005-08-21 00:33:03|1892        |19         |2005-08-24 01:59:03|1
14102    |2005-08-21 00:35:21|3772        |584        |2005-08-30 04:51:21|2
14103    |2005-08-21 00:37:00|1438        |409        |2005-08-25 22:09:00|2
14104    |2005-08-21 00:37:44|912         |178        |2005-08-21 22:55:44|2
14105    |2005-08-21 00:44:34|1111        |71         |2005-08-29 19:00:34|1
14106    |2005-08-21 00:46:01|2673        |315        |2005-08-27 23:44:01|1
14107    |2006-02-14 15:16:03|3998        |251        |                   |1
14108    |2005-08-21 00:52:45|4339        |243        |2005-08-21 19:35:45|2
14109    |2005-08-21 00:52:58|1046        |180        |2005-08-22 00:09:58|2
14110    |2005-08-21 00:53:09|2709        |35         |2005-08-24 05:33:09|2
14111    |2005-08-21 00:59:01|1294        |130        |2005-08-22 20:43:01|2
14112    |2005-08-21 01:00:46|734         |141        |2005-08-27 03:46:46|1
14113    |2005-08-21 01:03:30|931         |288        |2005-08-23 06:46:30|2
14114    |2005-08-21 01:07:11|2270        |8          |2005-08-24 20:33:11|1
14115    |2005-08-21 01:10:29|1945        |257        |2005-08-24 01:21:29|1
14116    |2005-08-21 01:11:17|2356        |142        |2005-08-24 23:45:17|2
14117    |2005-08-21 01:11:59|573         |493        |2005-08-22 06:56:59|1
14118    |2005-08-21 01:13:37|2605        |337        |2005-08-28 02:35:37|2
14119    |2005-08-21 01:15:59|129         |53         |2005-08-27 23:36:59|2
14120    |2005-08-21 01:25:00|4069        |302        |2005-08-24 23:21:00|2
14121    |2005-08-21 01:26:33|4207        |417        |2005-08-28 22:47:33|2
14122    |2005-08-21 01:29:01|3955        |86         |2005-08-27 05:31:01|1
14123    |2005-08-21 01:31:25|143         |66         |2005-08-23 02:32:25|1
14124    |2005-08-21 01:31:51|311         |35         |2005-08-24 22:20:51|2
14125    |2005-08-21 01:32:16|2174        |265        |2005-08-26 00:09:16|1
14126    |2005-08-21 01:32:17|2738        |215        |2005-08-23 01:02:17|1
14127    |2005-08-21 01:33:32|4532        |550        |2005-08-22 02:47:32|2
14128    |2005-08-21 01:35:58|2594        |81         |2005-08-21 21:23:58|2
14129    |2005-08-21 01:42:15|3572        |362        |2005-08-23 20:04:15|2
14130    |2005-08-21 01:43:11|3859        |352        |2005-08-27 21:16:11|2
14131    |2005-08-21 01:43:40|4382        |267        |2005-08-29 02:00:40|2
14132    |2005-08-21 01:43:58|3806        |91         |2005-08-26 20:16:58|2
14133    |2005-08-21 01:44:14|2463        |453        |2005-08-30 02:19:14|2
14134    |2005-08-21 01:45:54|2159        |497        |2005-08-24 01:36:54|1
14135    |2005-08-21 01:53:54|347         |59         |2005-08-27 05:57:54|1
14136    |2005-08-21 01:57:26|268         |135        |2005-08-28 01:11:26|1
14137    |2006-02-14 15:16:03|2346        |53         |                   |2
14138    |2005-08-21 01:59:37|1238        |121        |2005-08-30 01:17:37|2
14139    |2005-08-21 02:04:33|2280        |561        |2005-08-22 04:16:33|2
14140    |2005-08-21 02:04:57|2070        |65         |2005-08-29 06:41:57|2
14141    |2005-08-21 02:07:22|4527        |190        |2005-08-30 07:32:22|1
14142    |2005-08-21 02:07:43|1479        |544        |2005-08-23 02:37:43|2
14143    |2005-08-21 02:10:32|2549        |146        |2005-08-23 23:50:32|1
14144    |2005-08-21 02:10:57|2366        |46         |2005-08-28 01:02:57|1
14145    |2005-08-21 02:11:38|150         |314        |2005-08-22 22:19:38|2
14146    |2005-08-21 02:13:31|2151        |192        |2005-08-24 22:47:31|2
14147    |2005-08-21 02:14:03|1476        |366        |2005-08-27 22:38:03|1
14148    |2005-08-21 02:17:49|1605        |528        |2005-08-22 00:12:49|1
14149    |2005-08-21 02:22:47|3371        |518        |2005-08-24 02:36:47|1
14150    |2005-08-21 02:23:03|2324        |161        |2005-08-25 22:50:03|2
14151    |2005-08-21 02:23:25|2785        |426        |2005-08-30 07:08:25|1
14152    |2005-08-21 02:23:50|2561        |379        |2005-08-25 06:05:50|1
14153    |2005-08-21 02:24:33|1502        |120        |2005-08-27 05:28:33|2
14154    |2005-08-21 02:30:00|951         |468        |2005-08-28 01:41:00|2
14155    |2005-08-21 02:31:35|769         |148        |2005-08-27 06:00:35|2
14156    |2005-08-21 02:35:16|437         |147        |2005-08-27 01:32:16|2
14157    |2005-08-21 02:43:15|4471        |128        |2005-08-24 02:47:15|1
14158    |2005-08-21 02:43:20|474         |114        |2005-08-28 02:19:20|1
14159    |2005-08-21 02:45:58|3231        |144        |2005-08-27 04:53:58|1
14160    |2006-02-14 15:16:03|2428        |493        |                   |2
14161    |2005-08-21 02:51:59|2744        |21         |2005-08-28 21:38:59|2
14162    |2005-08-21 02:55:34|3788        |315        |2005-08-27 00:13:34|1
14163    |2005-08-21 02:56:52|1007        |204        |2005-08-21 21:03:52|2
14164    |2005-08-21 02:58:02|2381        |274        |2005-08-29 23:17:02|2
14165    |2005-08-21 02:59:17|4151        |150        |2005-08-24 23:09:17|2
14166    |2005-08-21 02:59:31|2457        |190        |2005-08-24 23:19:31|2
14167    |2005-08-21 02:59:48|1005        |64         |2005-08-29 22:17:48|1
14168    |2005-08-21 03:00:03|1321        |49         |2005-08-29 06:04:03|2
14169    |2005-08-21 03:00:31|3800        |396        |2005-08-30 01:16:31|1
14170    |2005-08-21 03:00:39|894         |259        |2005-08-27 23:07:39|1
14171    |2005-08-21 03:00:42|4179        |320        |2005-08-24 00:54:42|1
14172    |2006-02-14 15:16:03|2158        |450        |                   |2
14173    |2005-08-21 03:01:01|3175        |152        |2005-08-22 02:40:01|1
14174    |2005-08-21 03:01:45|1862        |29         |2005-08-22 07:19:45|2
14175    |2006-02-14 15:16:03|2021        |452        |                   |1
14176    |2005-08-21 03:09:23|4420        |556        |2005-08-26 21:26:23|1
14177    |2005-08-21 03:11:33|409         |121        |2005-08-28 21:41:33|2
14178    |2005-08-21 03:13:45|2178        |524        |2005-08-22 01:50:45|1
14179    |2005-08-21 03:14:27|3956        |79         |2005-08-26 00:46:27|2
14180    |2005-08-21 03:16:15|796         |262        |2005-08-24 22:31:15|2
14181    |2005-08-21 03:16:30|197         |210        |2005-08-29 06:25:30|2
14182    |2005-08-21 03:17:10|2422        |519        |2005-08-24 21:46:10|1
14183    |2005-08-21 03:24:29|1888        |26         |2005-08-22 07:25:29|2
14184    |2005-08-21 03:24:50|3759        |148        |2005-08-29 01:46:50|2
14185    |2005-08-21 03:28:37|3957        |579        |2005-08-26 01:15:37|1
14186    |2005-08-21 03:31:07|3158        |461        |2005-08-28 07:29:07|2
14187    |2005-08-21 03:32:03|4031        |275        |2005-08-25 03:29:03|2
14188    |2005-08-21 03:32:04|4492        |548        |2005-08-22 07:26:04|1
14189    |2005-08-21 03:32:17|2209        |127        |2005-08-22 04:46:17|2
14190    |2005-08-21 03:35:21|4203        |517        |2005-08-29 07:35:21|2
14191    |2005-08-21 03:35:58|301         |423        |2005-08-28 00:28:58|1
14192    |2005-08-21 03:37:42|3563        |26         |2005-08-28 05:31:42|2
14193    |2005-08-21 03:38:27|513         |25         |2005-08-28 09:16:27|1
14194    |2005-08-21 03:40:11|2003        |138        |2005-08-26 07:38:11|1
14195    |2005-08-21 03:40:35|3732        |93         |2005-08-23 01:22:35|1
14196    |2005-08-21 03:40:40|4477        |281        |2005-08-25 05:55:40|1
14197    |2005-08-21 03:47:25|340         |469        |2005-08-30 09:15:25|2
14198    |2005-08-21 03:48:31|465         |381        |2005-08-24 07:10:31|2
14199    |2005-08-21 03:48:43|658         |442        |2005-08-23 04:01:43|1
14200    |2005-08-21 03:51:27|2339        |349        |2005-08-29 22:00:27|1
14201    |2005-08-21 03:51:34|314         |427        |2005-08-30 03:42:34|2
14202    |2005-08-21 03:51:52|1995        |473        |2005-08-22 09:35:52|1
14203    |2005-08-21 03:51:52|3668        |95         |2005-08-24 06:13:52|2
14204    |2006-02-14 15:16:03|4334        |287        |                   |1
14205    |2005-08-21 03:57:15|315         |406        |2005-08-30 08:46:15|2
14206    |2005-08-21 03:59:26|860         |279        |2005-08-26 03:52:26|1
14207    |2005-08-21 04:08:19|1327        |569        |2005-08-29 07:59:19|2
14208    |2005-08-21 04:09:18|4180        |299        |2005-08-22 03:29:18|1
14209    |2005-08-21 04:17:56|896         |472        |2005-08-27 06:57:56|1
14210    |2005-08-21 04:28:02|1867        |468        |2005-08-24 02:14:02|2
14211    |2005-08-21 04:29:11|300         |372        |2005-08-24 02:50:11|2
14212    |2005-08-21 04:29:26|4540        |354        |2005-08-24 00:46:26|2
14213    |2005-08-21 04:30:47|382         |511        |2005-08-24 23:01:47|1
14214    |2005-08-21 04:30:49|4510        |198        |2005-08-26 04:42:49|1
14215    |2005-08-21 04:34:11|35          |54         |2005-08-27 10:30:11|2
14216    |2006-02-14 15:16:03|3763        |186        |                   |1
14217    |2005-08-21 04:37:56|2847        |66         |2005-08-26 03:55:56|2
14218    |2005-08-21 04:43:59|4087        |104        |2005-08-27 10:29:59|1
14219    |2006-02-14 15:16:03|3718        |334        |                   |2
14220    |2006-02-14 15:16:03|2618        |162        |                   |1
14221    |2005-08-21 04:49:41|3824        |51         |2005-08-29 23:52:41|1
14222    |2005-08-21 04:49:48|714         |7          |2005-08-25 05:34:48|2
14223    |2005-08-21 04:51:51|514         |392        |2005-08-29 00:37:51|1
14224    |2005-08-21 04:53:08|3634        |323        |2005-08-27 04:12:08|2
14225    |2005-08-21 04:53:37|984         |4          |2005-08-25 23:39:37|2
14226    |2005-08-21 04:55:37|1793        |316        |2005-08-24 04:32:37|1
14227    |2005-08-21 04:56:31|4102        |277        |2005-08-22 05:04:31|2
14228    |2005-08-21 04:57:08|2016        |71         |2005-08-25 00:06:08|2
14229    |2005-08-21 04:57:15|4479        |186        |2005-08-26 10:00:15|1
14230    |2005-08-21 04:57:29|844         |584        |2005-08-27 08:14:29|2
14231    |2005-08-21 05:04:34|1244        |307        |2005-08-23 04:58:34|1
14232    |2005-08-21 05:07:02|2710        |176        |2005-08-29 06:57:02|1
14233    |2005-08-21 05:07:08|2943        |599        |2005-08-28 03:20:08|1
14234    |2005-08-21 05:07:12|1439        |271        |2005-08-23 06:44:12|2
