1001     |2005-05-31 00:46:31|1498        |64         |2005-06-06 06:14:31|2
1002     |2005-05-31 00:47:56|709         |397        |2005-06-06 19:51:56|1
1003     |2005-05-31 00:48:20|133         |161        |2005-06-02 04:53:20|2
1004     |2005-05-31 00:48:36|1588        |565        |2005-06-01 20:56:36|1
1005     |2005-05-31 00:53:25|4006        |551        |2005-06-04 01:21:25|2
1006     |2005-05-31 00:57:08|3461        |222        |2005-06-02 22:35:08|1
1007     |2005-05-31 01:02:28|3185        |24         |2005-06-07 01:36:28|2
1008     |2005-05-31 01:18:56|914         |599        |2005-06-01 01:24:56|2
1009     |2005-05-31 01:47:35|2523        |485        |2005-06-03 20:26:35|1
1010     |2005-05-31 01:57:32|4038        |49         |2005-06-01 06:50:32|2
1011     |2005-05-31 02:05:39|118         |164        |2005-06-04 21:27:39|2
1012     |2005-05-31 02:18:05|688         |291        |2005-06-03 06:47:05|1
1013     |2005-05-31 02:37:00|4522        |384        |2005-06-02 06:39:00|2
1014     |2005-05-31 02:39:16|766         |280        |2005-06-01 06:03:16|2
1015     |2005-05-31 02:44:57|3702        |526        |2005-06-07 23:01:57|2
1016     |2005-05-31 02:49:43|3423        |204        |2005-06-04 03:48:43|1
1017     |2005-05-31 02:53:36|1242        |16         |2005-06-03 05:04:36|1
1018     |2005-05-31 02:53:42|1930        |594        |2005-06-03 00:47:42|2
1019     |2005-05-31 03:05:07|3975        |279        |2005-06-03 08:34:07|1
1020     |2005-05-31 03:06:08|3402        |138        |2005-06-02 08:57:08|2
1021     |2005-05-31 03:16:15|2724        |541        |2005-06-08 06:43:15|2
1022     |2005-05-31 03:16:45|842         |239        |2005-06-08 09:04:45|1
1023     |2005-05-31 03:26:50|2483        |227        |2005-06-05 08:19:50|2
1024     |2005-05-31 03:30:19|2310        |457        |2005-06-09 05:52:19|2
1025     |2005-05-31 03:41:37|1618        |93         |2005-06-08 07:05:37|2
1026     |2005-05-31 03:45:26|632         |107        |2005-06-06 22:30:26|2
1027     |2005-05-31 03:46:19|2718        |55         |2005-06-09 03:50:19|1
1028     |2005-05-31 03:48:05|4479        |51         |2005-06-01 03:51:05|1
1029     |2005-05-31 03:52:02|2082        |50         |2005-06-06 08:10:02|1
1030     |2005-05-31 04:06:47|3948        |267        |2005-06-02 02:59:47|1
1031     |2005-05-31 04:23:01|917         |416        |2005-06-06 08:35:01|1
1032     |2005-05-31 04:28:43|2937        |236        |2005-06-02 02:00:43|2
1033     |2005-05-31 04:50:07|14          |25         |2005-06-02 01:53:07|1
1034     |2005-05-31 04:53:40|4117        |293        |2005-06-09 08:25:40|2
1035     |2005-05-31 05:01:09|949         |362        |2005-06-02 03:59:09|1
1036     |2005-05-31 05:21:10|2164        |438        |2005-06-04 04:19:10|1
1037     |2005-05-31 05:22:25|810         |569        |2005-06-09 04:52:25|1
1038     |2005-05-31 05:23:47|1253        |385        |2005-06-02 03:57:47|2
1039     |2005-05-31 05:32:29|2479        |124        |2005-06-01 06:04:29|2
1040     |2005-05-31 05:35:16|2546        |270        |2005-06-09 04:14:16|1
1041     |2005-05-31 05:46:23|4432        |272        |2005-06-06 09:50:23|2
1042     |2005-05-31 05:53:00|3155        |506        |2005-06-01 05:24:00|1
1043     |2005-05-31 06:11:40|2322        |412        |2005-06-08 09:15:40|2
1044     |2005-05-31 06:24:44|2574        |70         |2005-06-03 04:51:44|1
1045     |2005-05-31 06:29:01|3470        |594        |2005-06-09 04:31:01|1
1046     |2005-05-31 06:42:30|468         |179        |2005-06-03 04:33:30|2
1047     |2005-05-31 06:45:57|1366        |72         |2005-06-04 09:49:57|2
1048     |2005-05-31 06:49:53|2811        |55         |2005-06-02 11:33:53|1
1049     |2005-05-31 06:57:04|3913        |312        |2005-06-02 11:32:04|2
1050     |2005-05-31 07:01:27|726         |303        |2005-06-03 07:50:27|2
1051     |2005-05-31 07:02:09|1025        |246        |2005-06-03 01:32:09|1
1052     |2005-05-31 07:07:03|2157        |156        |2005-06-05 09:38:03|1
1053     |2005-05-31 07:12:44|3734        |196        |2005-06-04 12:33:44|1
1054     |2005-05-31 07:33:25|1575        |126        |2005-06-02 01:40:25|2
1055     |2005-05-31 07:47:18|1639        |108        |2005-06-03 01:57:18|1
1056     |2005-05-31 07:48:07|1591        |519        |2005-06-05 08:51:07|2
1057     |2005-05-31 07:58:06|497         |124        |2005-06-06 03:21:06|1
1058     |2005-05-31 08:04:17|40          |116        |2005-06-03 11:12:17|2
1059     |2005-05-31 08:20:43|3041        |241        |2005-06-04 09:05:43|2
1060     |2005-05-31 08:21:43|2676        |570        |2005-06-09 04:02:43|2
