"inventory_id";"film_id"
5;1
6;1
7;1
8;1
9;2
10;2
11;2
12;3
13;3
14;3
15;3
20;4
21;4
22;4
23;5
24;5
25;5
29;6
30;6
31;6
34;7
35;7
36;7
37;8
38;8
39;8
40;8
44;9
45;9
50;10
51;10
52;10
57;11
58;11
59;11
63;12
64;12
65;12
66;12
67;13
68;13
69;13
70;13
73;15
74;15
75;15
76;15
79;16
80;16
84;17
85;17
86;17
90;18
91;18
92;18
97;19
98;19
104;21
105;21
106;21
107;21
112;22
113;22
114;22
118;23
119;23
128;25
129;25
132;26
133;26
134;26
150;31
151;31
152;31
153;31
154;32
155;32
156;34
157;34
158;34
159;34
164;35
165;35
166;35
171;37
172;37
173;37
177;39
178;39
179;39
180;39
181;40
182;40
183;40
184;40
185;42
186;42
187;42
188;42
192;43
193;43
194;43
195;43
198;44
199;44
200;44
205;45
206;45
207;46
208;46
209;46
210;47
211;47
214;48
215;48
219;49
220;49
221;49
225;50
226;50
229;51
230;51
231;51
232;51
233;52
234;52
240;54
241;54
246;55
247;55
251;56
252;56
257;57
258;57
259;57
260;58
261;58
262;58
263;58
267;59
268;59
276;61
277;61
278;62
279;62
282;63
283;63
284;64
285;64
286;64
287;65
288;65
289;65
290;65
296;67
297;67
298;67
299;67
302;68
303;68
308;69
309;69
310;69
311;69
314;70
315;70
316;71
317;71
318;71
319;71
324;72
325;72
330;73
331;73
332;73
333;73
337;74
338;74
339;75
340;75
341;75
349;77
350;77
354;78
355;78
356;78
357;78
361;79
362;79
363;79
377;83
378;83
383;85
384;85
385;85
386;85
391;86
392;86
393;86
394;86
395;88
396;88
397;88
398;88
402;89
403;89
404;89
408;90
409;90
410;90
415;91
416;91
417;91
418;91
421;92
422;92
423;93
424;93
425;93
430;95
431;95
432;95
440;97
441;97
448;99
449;99
450;99
455;100
456;100
461;101
462;101
463;102
464;102
469;103
470;103
471;103
472;103
473;104
474;104
475;104
478;105
479;105
480;105
483;107
484;107
489;109
490;109
491;109
492;109
497;111
498;111
499;111
500;111
505;112
506;112
507;112
508;113
509;113
510;113
511;113
516;114
517;114
518;114
522;115
523;115
524;115
525;115
528;116
529;116
530;116
531;116
536;117
537;117
542;118
543;118
547;119
548;119
549;119
550;119
557;121
558;121
559;121
564;122
565;122
566;122
569;123
570;123
571;123
572;124
573;124
574;124
575;125
576;125
577;126
578;126
579;126
584;127
585;127
586;127
587;127
591;129
592;129
593;129
596;130
597;130
598;130
599;130
604;131
605;131
610;132
611;132
614;133
615;133
616;134
617;134
618;134
622;135
623;135
624;135
625;135
629;137
630;137
631;137
632;137
635;138
636;138
637;138
642;139
643;139
646;140
647;140
648;140
652;141
653;141
657;142
658;142
663;143
664;143
665;143
666;145
667;145
668;145
675;147
676;147
677;147
681;149
682;149
683;149
686;150
687;150
688;150
689;150
692;151
693;151
705;154
706;154
707;154
708;154
711;155
712;155
713;155
714;156
715;156
716;157
717;157
718;157
721;158
722;158
723;158
728;159
729;159
730;159
733;160
734;160
735;160
741;162
742;162
743;162
744;162
745;163
746;163
747;163
750;164
751;164
752;164
756;165
757;165
762;166
763;166
768;167
769;167
770;167
775;169
776;169
779;170
780;170
781;170
782;170
787;172
788;172
789;172
793;173
794;173
799;174
800;174
801;174
802;174
805;175
806;175
807;175
810;176
811;176
812;176
813;176
814;177
815;177
816;177
823;180
824;180
828;181
829;181
830;181
831;181
837;183
838;183
839;183
842;184
843;184
844;184
849;186
850;186
851;187
852;187
853;187
859;189
860;189
861;189
862;189
863;190
864;190
865;190
866;190
870;191
871;191
872;191
877;193
878;193
879;193
880;193
883;194
884;194
893;199
894;199
895;199
896;199
901;200
902;200
903;200
904;200
912;203
913;203
914;203
915;203
920;204
921;204
930;206
931;206
932;206
933;206
945;210
946;210
947;210
953;212
954;212
959;214
960;214
961;214
962;214
966;215
967;215
968;215
971;216
972;216
973;216
978;218
979;218
980;218
989;220
990;220
991;220
992;220
995;222
996;222
997;222
998;222
999;223
1000;223
1008;226
1009;226
1010;226
1014;227
1015;227
1019;228
1020;228
1021;228
1022;228
1025;229
1026;229
1033;231
1034;231
1035;231
1036;231
1040;232
1041;232
1046;233
1047;233
1052;234
1053;234
1054;234
1057;235
1058;235
1059;235
1060;235
1061;236
1062;236
1063;236
1064;236
1073;239
1074;239
1075;239
1076;239
1077;240
1078;240
1079;240
1086;242
1087;242
1088;242
1091;243
1092;243
1093;243
1094;243
1099;244
1100;244
1101;244
1105;245
1106;245
1107;245
1108;245
1109;246
1110;246
1111;246
1115;247
1116;247
1117;247
1118;247
1119;248
1120;248
1123;249
1124;249
1125;249
1126;249
1127;250
1128;250
1129;250
1130;250
1133;251
1134;251
1135;251
1139;252
1140;252
1141;252
1146;253
1147;253
1150;254
1151;254
1152;254
1157;255
1158;255
1159;256
1160;256
1161;256
1162;257
1163;257
1164;257
1165;258
1166;258
1167;258
1168;258
1171;260
1172;260
1173;260
1174;260
1177;262
1178;262
1183;263
1184;263
1185;263
1186;264
1187;264
1196;266
1197;266
1198;266
1199;266
1204;267
1205;267
1206;268
1207;268
1210;269
1211;269
1212;269
1213;269
1217;270
1218;270
1219;270
1220;270
1224;271
1225;271
1234;273
1235;273
1236;273
1240;274
1241;274
1242;274
1243;274
1247;275
1248;275
1264;280
1265;280
1268;281
1269;281
1270;281
1271;281
1275;282
1276;282
1277;282
1284;284
1285;284
1286;284
1287;284
1291;285
1292;285
1293;285
1294;285
1297;286
1298;286
1299;286
1302;287
1303;287
1306;288
1307;288
1308;288
1309;288
1322;292
1323;292
1324;292
1327;293
1328;293
1329;293
1332;294
1333;294
1334;294
1339;295
1340;295
1341;295
1342;295
1347;297
1348;297
1351;298
1352;298
1353;298
1360;300
1361;300
1362;300
1363;300
1368;301
1369;301
1370;301
1371;301
1374;302
1375;302
1376;302
1377;302
1382;303
1383;303
1388;304
1389;304
1394;305
1395;305
1396;305
1403;307
1404;307
1405;307
1408;308
1409;308
1412;309
1413;309
1414;309
1415;309
1421;311
1422;311
1423;311
1424;311
1425;312
1426;312
1427;312
1432;313
1433;313
1436;314
1437;314
1438;314
1439;314
1440;315
1441;315
1442;315
1443;316
1444;316
1449;317
1450;317
1451;317
1455;319
1456;319
1457;319
1458;319
1462;320
1463;320
1464;320
1465;320
1474;322
1475;322
1476;323
1477;323
1478;323
1479;323
1483;324
1484;324
1487;326
1488;326
1489;326
1490;326
1495;327
1496;327
1497;328
1498;328
1499;328
1500;328
1504;329
1505;329
1506;329
1511;330
1512;330
1513;330
1518;331
1519;331
1520;331
1521;331
1524;333
1525;333
1528;334
1529;334
1530;334
1531;334
1537;336
1538;336
1541;337
1542;337
1543;338
1544;338
1545;338
1546;339
1547;339
1548;339
1555;341
1556;341
1557;341
1558;341
1568;344
1569;344
1573;345
1574;345
1577;346
1578;346
1579;346
1580;346
1585;348
1586;348
1587;348
1588;348
1593;349
1594;349
1595;349
1600;350
1601;350
1602;350
1603;350
1607;351
1608;351
1609;351
1610;352
1611;352
1612;352
1613;352
1616;353
1617;353
1618;353
1619;353
1623;354
1624;354
1625;355
1626;355
1631;356
1632;356
1633;356
1634;356
1635;357
1636;357
1637;357
1638;357
1643;358
1644;358
1645;358
1646;358
1655;361
1656;361
1657;361
1658;361
1664;363
1665;363
1666;363
1672;365
1673;365
1678;366
1679;366
1680;366
1685;367
1686;367
1687;367
1694;369
1695;369
1696;369
1697;369
1701;370
1702;370
1711;373
1712;373
1716;374
1717;374
1718;374
1719;374
1726;376
1727;376
1728;376
1732;377
1733;377
1734;377
1739;378
1740;378
1741;378
1742;378
1743;379
1744;379
1745;379
1746;379
1749;380
1750;380
1751;380
1754;381
1755;381
1756;381
1761;382
1762;382
1763;382
1764;382
1768;383
1769;383
1770;384
1771;384
1772;384
1775;385
1776;385
1777;385
1781;387
1782;387
1783;387
1787;388
1788;388
1789;388
1792;389
1793;389
1801;391
1802;391
1803;391
1808;392
1809;392
1819;395
1820;395
1821;395
1822;396
1823;396
1824;396
1825;396
1829;397
1830;397
1831;397
1832;397
1833;398
1834;398
1835;398
1836;398
1837;399
1838;399
1846;402
1847;402
1848;402
1853;403
1854;403
1855;403
1856;403
1857;405
1858;405
1861;406
1862;406
1863;406
1864;406
1871;408
1872;408
1873;408
1878;409
1879;409
1880;409
1884;410
1885;410
1892;412
1893;412
1894;412
1895;412
1902;414
1903;414
1904;414
1908;415
1909;415
1910;415
1913;416
1914;416
1915;416
1916;416
1921;417
1922;417
1927;418
1928;418
1929;418
1930;418
1933;420
1934;420
1935;420
1936;421
1937;421
1938;421
1939;421
1940;422
1941;422
1944;423
1945;423
1949;424
1950;424
1951;425
1952;425
1953;426
1954;426
1955;426
1964;428
1965;428
1968;429
1969;429
1970;429
1971;429
1972;430
1973;430
1974;430
1975;430
1976;431
1977;431
1978;431
1982;432
1983;432
1988;433
1989;433
1994;434
1995;434
1996;434
1997;434
2003;436
2004;436
2005;436
2008;437
2009;437
2010;437
2011;437
2014;438
2015;438
2016;438
2021;439
2022;439
2025;440
2026;440
2035;443
2036;443
2037;443
2038;443
2043;444
2044;444
2045;444
2046;444
2050;445
2051;445
2052;445
2055;446
2056;446
2061;447
2062;447
2063;447
2066;448
2067;448
2068;448
2069;449
2070;449
2071;449
2072;449
2076;450
2077;450
2078;450
2079;450
2082;451
2083;451
2084;451
2085;452
2086;452
2087;452
2088;452
2092;453
2093;453
2102;456
2103;456
2104;456
2105;456
2108;457
2109;457
2110;457
2111;457
2114;458
2115;458
2116;458
2117;458
2118;459
2119;459
2124;460
2125;460
2126;460
2127;460
2130;461
2131;461
2132;461
2133;461
2136;462
2137;462
2138;462
2142;463
2143;463
2148;464
2149;464
2150;464
2153;465
2154;465
2155;465
2162;467
2163;467
2164;467
2169;468
2170;468
2171;468
2172;468
2173;469
2174;469
2175;469
2181;471
2182;471
2183;471
2184;471
2185;472
2186;472
2189;473
2190;473
2191;473
2192;474
2193;474
2194;474
2195;474
2196;475
2197;475
2201;476
2202;476
2203;476
2204;476
2205;477
2206;477
2207;477
2210;478
2211;478
2212;478
2215;479
2216;479
2217;479
2220;480
2221;480
2225;481
2226;481
2227;481
2234;483
2235;483
2240;484
2241;484
2242;484
2243;485
2244;485
2245;485
2250;486
2251;486
2252;487
2253;487
2254;487
2257;488
2258;488
2259;488
2264;489
2265;489
2266;489
2267;489
2272;491
2273;491
2274;491
2275;491
2278;493
2279;493
2280;493
2285;494
2286;494
2289;496
2290;496
2291;496
2300;500
2301;500
2302;500
2303;500
2307;501
2308;501
2313;502
2314;502
2315;502
2323;504
2324;504
2325;505
2326;505
2327;505
2328;505
2333;506
2334;506
2335;507
2336;507
2337;508
2338;508
2339;508
2340;509
2341;509
2342;509
2349;511
2350;511
2351;511
2354;512
2355;512
2356;512
2357;512
2358;513
2359;513
2362;514
2363;514
2364;514
2365;514
2366;515
2367;515
2368;516
2369;516
2370;516
2371;517
2372;517
2375;518
2376;518
2377;518
2378;518
2379;519
2380;519
2381;519
2382;519
2389;521
2390;521
2391;521
2392;522
2393;522
2398;524
2399;524
2400;524
2401;524
2406;525
2407;525
2408;525
2409;525
2410;526
2411;526
2412;526
2413;526
2416;527
2417;527
2418;527
2419;527
2434;531
2435;531
2436;531
2437;531
2438;532
2439;532
2440;532
2441;532
2447;534
2448;534
2449;534
2457;536
2458;536
2459;537
2460;537
2461;537
2462;538
2463;538
2464;538
2470;541
2471;541
2476;542
2477;542
2482;544
2483;544
2488;545
2489;545
2490;546
2491;546
2492;546
2493;546
2494;547
2495;547
2500;549
2501;549
2508;551
2509;551
2510;551
2511;552
2512;552
2513;552
2514;552
2515;553
2516;553
2517;553
2522;554
2523;554
2524;554
2528;555
2529;555
2530;555
2531;555
2535;556
2536;556
2537;556
2538;556
2541;557
2542;557
2543;557
2544;558
2545;558
2550;559
2551;559
2552;559
2553;559
2557;560
2558;560
2567;562
2568;562
2573;563
2574;563
2575;563
2576;564
2577;564
2578;564
2585;567
2586;567
2589;568
2590;568
2595;570
2596;570
2597;570
2600;571
2601;571
2602;571
2603;571
2608;572
2609;572
2610;572
2611;572
2618;574
2619;574
2620;574
2623;575
2624;575
2625;575
2626;575
2627;576
2628;576
2629;576
2635;578
2636;578
2637;578
2642;579
2643;579
2644;579
2649;580
2650;580
2654;582
2655;582
2659;583
2660;583
2663;585
2664;585
2665;585
2666;585
2671;586
2672;586
2673;586
2674;586
2678;588
2679;588
2680;588
2681;588
2682;589
2683;589
2684;589
2685;589
2689;590
2690;590
2691;590
2692;590
2693;591
2694;591
2695;591
2698;592
2699;592
2700;593
2701;593
2702;593
2703;593
2711;595
2712;595
2713;595
2714;595
2717;596
2718;596
2719;596
2720;596
2721;597
2722;597
2723;597
2724;597
2732;599
2733;599
2736;600
2737;600
2741;601
2742;601
2745;602
2746;602
2747;602
2752;603
2753;603
2754;604
2755;604
2756;604
2757;605
2758;605
2761;606
2762;606
2763;606
2764;606
2767;608
2768;608
2769;608
2770;608
2775;609
2776;609
2777;609
2778;609
2781;610
2782;610
2783;610
2788;611
2789;611
2790;612
2791;612
2797;614
2798;614
2799;614
2800;615
2801;615
2802;615
2803;615
2806;616
2807;616
2808;616
2809;616
2813;618
2814;618
2815;618
2816;618
2819;619
2820;619
2821;619
2822;619
2825;620
2826;620
2827;620
2832;621
2833;621
2834;621
2835;621
2836;622
2837;622
2840;623
2841;623
2842;623
2846;624
2847;624
2848;624
2849;624
2853;625
2854;625
2855;625
2856;625
2857;626
2858;626
2859;626
2860;626
2861;627
2862;627
2863;627
2867;628
2868;628
2869;629
2870;629
2871;629
2872;629
2873;630
2874;630
2875;630
2879;631
2880;631
2884;633
2885;633
2886;633
2887;634
2888;634
2889;634
2890;634
2891;635
2892;635
2898;637
2899;637
2900;637
2905;638
2906;638
2907;638
2908;638
2909;639
2910;639
2911;639
2912;640
2913;640
2914;640
2918;641
2919;641
2920;641
2921;641
2925;643
2926;643
2927;643
2931;644
2932;644
2933;644
2934;644
2938;645
2939;645
2940;645
2944;646
2945;646
2949;647
2950;647
2951;647
2956;648
2957;648
2960;649
2961;649
2962;649
2963;649
2966;650
2967;650
2968;650
2969;650
2972;651
2973;651
2974;651
2975;651
2984;654
2985;654
2989;655
2990;655
2991;655
2992;656
2993;656
2998;657
2999;657
3000;658
3001;658
3002;658
3003;658
3004;659
3005;659
3008;660
3009;660
3016;662
3017;662
3021;663
3022;663
3025;664
3026;664
3027;664
3032;665
3033;665
3034;665
3038;666
3039;666
3042;667
3043;667
3046;668
3047;668
3048;668
3053;670
3054;670
3055;670
3058;672
3059;672
3060;672
3061;672
3064;673
3065;673
3073;676
3074;676
3075;676
3076;676
3080;677
3081;677
3082;677
3083;677
3090;679
3091;679
3094;680
3095;680
3096;680
3097;680
3101;681
3102;681
3103;681
3111;683
3112;683
3113;683
3114;683
3115;684
3116;684
3117;685
3118;685
3126;687
3127;687
3128;687
3129;687
3130;688
3131;688
3132;688
3133;688
3138;689
3139;689
3144;690
3145;690
3149;691
3150;691
3151;692
3152;692
3153;692
3156;693
3157;693
3158;693
3163;694
3164;694
3169;696
3170;696
3171;696
3176;697
3177;697
3178;697
3179;697
3184;698
3185;698
3186;698
3189;700
3190;700
3191;700
3196;702
3197;702
3198;702
3199;702
3200;703
3201;703
3204;704
3205;704
3206;704
3213;706
3214;706
3215;706
3216;706
3219;707
3220;707
3221;707
3222;707
3225;708
3226;708
3229;709
3230;709
3231;709
3232;709
3237;710
3238;710
3239;711
3240;711
3241;711
3242;711
3243;714
3244;714
3245;714
3250;715
3251;715
3252;715
3255;716
3256;716
3257;716
3260;717
3261;717
3262;718
3263;718
3269;720
3270;720
3271;720
3272;720
3277;722
3278;722
3283;723
3284;723
3285;723
3288;724
3289;724
3290;724
3291;724
3295;725
3296;725
3297;725
3298;726
3299;726
3300;726
3303;727
3304;727
3305;727
3309;728
3310;728
3311;729
3312;729
3313;729
3314;729
3319;730
3320;730
3321;730
3322;730
3323;731
3324;731
3325;731
3334;733
3335;733
3336;733
3339;734
3340;734
3341;734
3342;734
3346;735
3347;735
3348;735
3349;735
3356;737
3357;737
3358;737
3359;737
3364;738
3365;738
3366;738
3367;738
3370;739
3371;739
3372;739
3373;740
3374;740
3375;740
3380;741
3381;741
3384;743
3385;743
3386;743
3387;743
3390;744
3391;744
3392;744
3397;745
3398;745
3399;745
3400;745
3403;746
3404;746
3405;746
3408;747
3409;747
3410;747
3415;748
3416;748
3417;748
3418;748
3421;749
3422;749
3426;751
3427;751
3428;752
3429;752
3430;752
3435;753
3436;753
3437;753
3438;753
3439;754
3440;754
3445;755
3446;755
3447;755
3448;756
3449;756
3450;756
3454;757
3455;757
3456;758
3457;758
3458;758
3461;759
3462;759
3463;759
3464;759
3468;760
3469;760
3470;760
3471;760
3472;761
3473;761
3474;761
3475;762
3476;762
3477;762
3478;762
3482;763
3483;763
3488;764
3489;764
3490;764
3491;764
3503;767
3504;767
3505;767
3506;767
3510;768
3511;768
3512;768
3513;769
3514;769
3515;770
3516;770
3517;770
3521;771
3522;771
3523;771
3524;771
3529;772
3530;772
3535;773
3536;773
3537;773
3538;773
3546;775
3547;775
3550;776
3551;776
3552;776
3556;777
3557;777
3558;777
3563;778
3564;778
3565;779
3566;779
3567;780
3568;780
3569;780
3570;781
3571;781
3575;782
3576;782
3577;782
3585;784
3586;784
3587;784
3592;785
3593;785
3597;786
3598;786
3599;786
3600;786
3606;788
3607;788
3612;789
3613;789
3614;789
3615;789
3620;790
3621;790
3622;790
3625;791
3626;791
3627;791
3628;791
3629;792
3630;792
3631;792
3638;794
3639;794
3646;796
3647;796
3648;796
3651;797
3652;797
3653;797
3656;798
3657;798
3662;800
3663;800
3664;800
3665;800
3670;803
3671;803
3676;804
3677;804
3678;804
3681;805
3682;805
3683;805
3687;806
3688;806
3692;807
3693;807
3694;808
3695;808
3696;809
3697;809
3698;809
3699;809
3704;810
3705;810
3706;810
3713;812
3714;812
3715;812
3716;813
3717;813
3718;813
3719;813
3723;814
3724;814
3725;814
3726;814
3734;816
3735;816
3736;816
3742;818
3743;818
3751;820
3752;820
3753;821
3754;821
3755;821
3756;821
3757;822
3758;822
3762;823
3763;823
3764;823
3765;823
3766;824
3767;824
3768;824
3769;824
3773;826
3774;826
3777;827
3778;827
3779;827
3780;827
3781;828
3782;828
3783;828
3784;828
3787;829
3788;829
3789;829
3790;830
3791;830
3792;830
